Country,Admin1_Name,Admin1_PCODE,Admin2_Name,Admin2_PCODE,City/Locations,Acronym,Organisation,Type,Sectors,Activity / Project,Status Activities,Comments,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Communication/Mobilisation sociale,Communication/Sensibilisation ,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,Plan,PLAN,International Organization,Appui aux structures de sante,Fuel distribution to health authorities for field supervision in affected districts ,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,Plan,PLAN,International Organization,Communication/Mobilisation sociale,Communication/sensibilisation. Prévention ,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,Rio Tinto,Rio Tinto,Private,Communication/Mobilisation sociale,Support sensitization activities in affected areas; ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNDP,United Nations Development Programme,UN Agency,Coordination,Coordination,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNFPA,United Nations Population Fund,UN Agency,Prise en charge clinique et psycologique,Medicines and equipment for the care as well as hygiene kits for women; ,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,UNFPA,United Nations Population Fund,UN Agency,Prise en charge clinique et psycologique,"Support rural radio in N'Zérékoré area. Inform and guide professional media
Communication",,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie, Prise en charge psychosociale ,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,"Works closely with partners, including
Ministries of Health and the Red Cross, to carry out
prevention and emergency preparedness activities
across the subregion.
Provision of essential medicines, disinfectants, family
hygiene kits, supplies and equipment, and  supports
Communication for Development (C4D) media and
door-to-door activities for prevention and response
efforts.
Communication","Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNICEF,United Nations Children's Fund,UN Agency,Coordination,  Coordination,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,USAID,United States Agency for International Development,Donors,Coordination,Mobilized CDC Atlanta,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WFP,World Food Programme,UN Agency,Assistance a la population affectée par l'epidemie,"Food distributions in isolation centers and hospitals;  transport and storage of medical equipment, telecommunications support
Prise en charge alimentaire et nutritionnelle des ménages en insécurité alimentaire et affectés par Ebola à travers la distribution des vivres.",,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WFP,World Food Programme,UN Agency,Logistique,Transport Aérien UNHAS pour les mouvements du personnel humanitaire et les partenaires impliqué dans la réponse Ebola vers les zones affectées.  ,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WHO,World Health Organization,UN Agency,Communication/Mobilisation sociale,Communication,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WHO,World Health Organization,UN Agency,Coordination,"Deployement of field laboratory support, and experts in anthropology, epidemiology, logistics, clinical case management, infection prevention and outbreak control. Support to the Ministry of health and to the coordination process
  Coordination","Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WHO,World Health Organization,UN Agency,Logistique, Logistique,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WHO,World Health Organization,UN Agency,Prise en charge clinique et psycologique, Prise en charge médicale,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,Sufficient and adequate,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CRG,Croix-Rouge Guinée,Red Cross Movement,Communication/Mobilisation sociale,Communication,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CRG,Croix-Rouge Guinée,Red Cross Movement,Gestion des corps et desinfection,Gestion des corps et désinfection de l’itinéraire du malade,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CRG,Croix-Rouge Guinée,Red Cross Movement,Logistique,400 volunteers deployed,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CRS,Catholic Relief Services,International NGO,Communication/Mobilisation sociale,,,"Continuation of interventions by alert and response teams;  public awareness, social mobilization and information broadcasting through the media ; Participation to coordination meetings with other partners","Continuation of interventions by alert and response teams;  public awareness, social mobilization and information broadcasting through the media ; Participation to coordination meetings with other partners"
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Communication/Mobilisation sociale,Provide community level information and health promotion,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Gestion des corps et desinfection,"Disinfect dwellings after confirmed Ebola cases, assist in the collection and removal of dead bodies",,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Surveillance epidemiologique,Trace people who may have come into contact with those carrying the virus,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MoH,Ministry of Health,Goverment,Communication/Mobilisation sociale,Communication,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MoH,Ministry of Health,Goverment,Coordination,"Coordinates the overall humanitarian activities
Coordination","Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MoH,Ministry of Health,Goverment,Prise en charge clinique et psycologique, Prise en charge medicale,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,Surveillance de l’épidémie,Sufficient and adequate,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MSF,Medecins sans Frontieres,International NGO,Appui aux structures de sante,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MSF,Medecins sans Frontieres,International NGO,Communication/Mobilisation sociale,"Raise awareness among the communities about the disease; Spreads health promotion messages ; Organize trainings for the medical staff and Red Cross volunteers;
Communication",,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MSF,Medecins sans Frontieres,International NGO,Coordination,Coordination,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MSF,Medecins sans Frontieres,International NGO,Prise en charge clinique et psycologique,"Proveide psychological support to the families of the vitims and to medical staff 
Isolate and care for sick patients 
 Prise en charge medicale",,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MSF,Medecins sans Frontieres,International NGO,Surveillance epidemiologique,"Follow-up of people who have been in contact with the sick;  
Investigate alert of new potential cases; Refer suspected cases to the isolation units;  ensure safe management of funeral pratices 
Surveillance de l’épidémie",,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Assistance a la population affectée par l'epidemie,Distribution des kits d’hygiène /distribution d’aliments aux personnes contactes,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Communication/Mobilisation sociale,Communication/Sensibilisation ,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,Plan,PLAN,International Organization,Appui aux structures de sante,Fuel distribution to health authorities for field supervision in affected districts ,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,Plan,PLAN,International Organization,Communication/Mobilisation sociale,Communication/sensibilisation. Prévention ,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,Rio Tinto,Rio Tinto,Private,Communication/Mobilisation sociale,Support sensitization activities in affected areas;,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNDP,United Nations Development Programme,UN Agency,Coordination,Coordination,,,
Guinea,Labe,GIN006,Labe,GIN006002,,UNFPA,United Nations Population Fund,UN Agency,Coordination,Medicines and equipment for the care as well as hygiene kits for women; ,,,
Guinea,Kankan,GIN004,Kankan,GIN004001,,UNFPA,United Nations Population Fund,UN Agency,Coordination,"Support rural radio in N'Zérékoré area. Inform and guide professional media
Communication",,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie, Prise en charge psychosociale ,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,"Works closely with partners, including
Ministries of Health and the Red Cross, to carry out
prevention and emergency preparedness activities
across the subregion.
Provision of essential medicines, disinfectants, family
hygiene kits, supplies and equipment, and  supports
Communication for Development (C4D) media and
door-to-door activities for prevention and response
efforts.
Communication","Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNICEF,United Nations Children's Fund,UN Agency,Coordination,  Coordination,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,USAID,United States Agency for International Development,Donors,Coordination,Mobilized CDC Atlanta,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WFP,World Food Programme,UN Agency,Assistance a la population affectée par l'epidemie,"Food distributions in isolation centers and hospitals;  transport and storage of medical equipment, telecommunications support
Prise en charge alimentaire et nutritionnelle des ménages en insécurité alimentaire et affectés par Ebola à travers la distribution des vivres.",,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WFP,World Food Programme,UN Agency,Logistique,Transport Aérien UNHAS pour les mouvements du personnel humanitaire et les partenaires impliqué dans la réponse Ebola vers les zones affectées.  ,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WHO,World Health Organization,UN Agency,Communication/Mobilisation sociale,Communication,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WHO,World Health Organization,UN Agency,Coordination,"Deployement of field laboratory support, and experts in anthropology, epidemiology, logistics, clinical case management, infection prevention and outbreak control. Support to the Ministry of health and to the coordination process
oordination","Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WHO,World Health Organization,UN Agency,Logistique, Logistique,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WHO,World Health Organization,UN Agency,Prise en charge clinique et psycologique, Prise en charge médicale,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,Sufficient and adequate,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,CRS,Catholic Relief Services,International NGO,Communication/Mobilisation sociale,,,"Continuation of interventions by alert and response teams;  public awareness, social mobilization and information broadcasting through the media ; Participation to coordination meetings with other partners","Continuation of interventions by alert and response teams;  public awareness, social mobilization and information broadcasting through the media ; Participation to coordination meetings with other partners"
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Assistance a la population affectée par l'epidemie,Distribution des kits d’hygiène /distribution d’aliments aux personnes contactes,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Communication/Mobilisation sociale,Communication/Sensibilisation ,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,Plan,PLAN,International Organization,Communication/Mobilisation sociale,Communication/sensibilisation. Prévention ,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,PLAN,PLAN,International Organization,Surveillance epidemiologique,,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNFPA,United Nations Population Fund,UN Agency,Coordination,Communication,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,WFP,World Food Programme,UN Agency,Assistance a la population affectée par l'epidemie,Prise en charge alimentaire et nutritionnelle des ménages en insécurité alimentaire et affectés par Ebola à travers la distribution des vivres.,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,WFP,World Food Programme,UN Agency,Logistique,Transport Aérien UNHAS pour les mouvements du personnel humanitaire et les partenaires impliqué dans la réponse Ebola vers les zones affectées.  ,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,CRS,Catholic Relief Services,International NGO,Communication/Mobilisation sociale,,,"Continuation of interventions by alert and response teams;  public awareness, social mobilization and information broadcasting through the media ; Participation to coordination meetings with other partners","Continuation of interventions by alert and response teams;  public awareness, social mobilization and information broadcasting through the media ; Participation to coordination meetings with other partners"
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,,Sufficient and adequate,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Assistance a la population affectée par l'epidemie,Distribution des kits d’hygiène /distribution d’aliments aux personnes contactes,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Communication/Mobilisation sociale,Communication/Sensibilisation ,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,WFP,World Food Programme,UN Agency,Assistance a la population affectée par l'epidemie,Prise en charge alimentaire et nutritionnelle des ménages en insécurité alimentaire et affectés par Ebola à travers la distribution des vivres.,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,WFP,World Food Programme,UN Agency,Logistique,Transport Aérien UNHAS pour les mouvements du personnel humanitaire et les partenaires impliqué dans la réponse Ebola vers les zones affectées.  ,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,Sufficient and adequate,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Faranah,GIN003,Dabola,GIN003001,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Faranah,GIN003,Dinguiraye,GIN003002,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Boke,GIN001,Boffa,GIN001001,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,N'Zerekore,GIN008,Yomou,GIN008005,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kindia,GIN005,Dubreka,GIN005002,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kindia,GIN005,Forecariah,GIN005003,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kindia,GIN005,Coyah,GIN005001,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Mamou,GIN007,Dalaba,GIN007001,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,Save the Children,Save the Children,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,Save the Children,Save the Children,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,Save the Children,Save the Children,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kankan,GIN004,Mandiana,GIN004004,,Save the Children,Save the Children,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kankan,GIN004,Kankan,GIN004001,,Save the Children,Save the Children,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,Save the Children,Save the Children,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,Save the Children,Save the Children,International NGO,Surveillance epidemiologique,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,Save the Children,Save the Children,International NGO,Surveillance epidemiologique,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,Save the Children,Save the Children,International NGO,Surveillance epidemiologique,,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,Save the Children,Save the Children,International NGO,Assistance a la population affectée par l'epidemie,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,Save the Children,Save the Children,International NGO,Assistance a la population affectée par l'epidemie,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,Save the Children,Save the Children,International NGO,Assistance a la population affectée par l'epidemie,,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kindia,GIN005,Coyah,GIN005001,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kindia,GIN005,Dubreka,GIN005002,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Mamou,GIN007,Mamou,GIN007002,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kindia,GIN005,Forecariah,GIN005003,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Faranah,GIN003,Faranah,GIN003003,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Mamou,GIN007,Pita,GIN007003,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Mamou,GIN007,Dalaba,GIN007001,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,Save the Children,Save the Children,International NGO,Surveillance epidemiologique,,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,UNFPA,United Nations Population Fund,UN Agency,Coordination,Membre des comités nationaux de crise (restreint et élargi) pour la coordination de la réponse à l’épidémie qui se réunissent quotidiennement à l’OMS,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNFPA,United Nations Population Fund,UN Agency,Assistance a la population affectée par l'epidemie,"Membre des commissions préfectorales de coordination des régions de Nzérékoré (Dr Kissi Lanciné), Labé (Dr Sow) et Kankan (Dr Awa Makanera C)",,,
Guinea,Kindia,GIN005,Telemele,GIN005005,,UNFPA,United Nations Population Fund,UN Agency,Assistance a la population affectée par l'epidemie,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,Kankan,GIN004,Kankan,GIN004001,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,Labe,GIN006,Labe,GIN006002,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,Labe,GIN006,Mali,GIN006004,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,Labe,GIN006,Koubia,GIN006001,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,N'Zerekore,GIN008,Lola,GIN008002,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,Kindia,GIN005,Kindia,GIN005004,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,Kindia,GIN005,Dubreka,GIN005002,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,UNFPA,United Nations Population Fund,UN Agency,Logistique,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNFPA,United Nations Population Fund,UN Agency,Logistique,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNFPA,United Nations Population Fund,UN Agency,Logistique,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,UNFPA,United Nations Population Fund,UN Agency,Logistique,,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,
Guinea,Kankan,GIN004,Kankan,GIN004001,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,
Guinea,Labe,GIN006,Labe,GIN006002,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,
Guinea,Labe,GIN006,Mali,GIN006004,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,
Guinea,Labe,GIN006,Koubia,GIN006001,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,
Guinea,N'Zerekore,GIN008,Nzerekore,GIN008004,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,
Guinea,N'Zerekore,GIN008,Lola,GIN008002,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,
Guinea,Kindia,GIN005,Kindia,GIN005004,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,
Guinea,Kindia,GIN005,Dubreka,GIN005002,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,Save the Children,Save the Children,International NGO,Prise en charge clinique et psycologique,,,,
Guinea,Kankan,GIN004,Kankan,GIN004001,,Save the Children,Save the Children,International NGO,Appui aux structures de sante,,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,Save the Children,Save the Children,International NGO,Appui aux structures de sante,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,Save the Children,Save the Children,International NGO,Appui aux structures de sante,,,,
Guinea,Kankan,GIN004,Mandiana,GIN004004,,Save the Children,Save the Children,International NGO,Appui aux structures de sante,,,,
Guinea,Kankan,GIN004,Siguiri,GIN004005,,Save the Children,Save the Children,International NGO,Appui aux structures de sante,,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,ACF-E,Action Contre la Faim Espagne,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Labe,GIN006,Labe,GIN006002,,ACF-E,Action Contre la Faim Espagne,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kindia,GIN005,Forecariah,GIN005003,,CU,Concern Universal,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,Communauté de Sant'Egidio,Communauté de Sant'Egidio-DREAM,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kindia,GIN005,Coyah,GIN005001,,Communauté de Sant'Egidio,Communauté de Sant'Egidio-DREAM,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Kindia,GIN005,Dubreka,GIN005002,,Communauté de Sant'Egidio,Communauté de Sant'Egidio-DREAM,International NGO,Communication/Mobilisation sociale,,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,Communauté de Sant'Egidio,Communauté de Sant'Egidio-DREAM,International NGO,Surveillance epidemiologique,screening de cas suspects surtout parmi les PVVIH en assistance,,,
Guinea,Kindia,GIN005,Coyah,GIN005001,,Communauté de Sant'Egidio,Communauté de Sant'Egidio-DREAM,International NGO,Surveillance epidemiologique,screening de cas suspects surtout parmi les PVVIH en assistance,,,
Guinea,Kindia,GIN005,Dubreka,GIN005002,,Communauté de Sant'Egidio,Communauté de Sant'Egidio-DREAM,International NGO,Surveillance epidemiologique,screening de cas suspects surtout parmi les PVVIH en assistance,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,UNHCR,United Nations High Commissioner for Refugee,UN Agency,Communication/Mobilisation sociale,,,,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,CDC,US Center for Disease Control,Goverment,Surveillance/Contact Tracing, ,Sufficient and adequate,,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,Community Volonteers,Community Volonteers,National Organization,Surveillance/Contact Tracing, ,Sufficient and adequate,,
